Name,NationalDex,PrimaryType,SecondaryType,HasSecondaryType,Generation,IsLegendary,Form,AltFormFlag,EvolutionStage,NumOfEvolutions,ColorID,CatchRate,Height_in,Weight_lbs,BaseStatToal,Health,Attack,Defense,SpAttack,SpDefense,Speed
minccino,572,normal,,FALSE,generation-v,0,Base,FALSE,1,2,gray,255,16,13,300,55,50,40,40,40,75
cinccino,573,normal,,FALSE,generation-v,0,Base,FALSE,2,2,gray,60,20,17,470,75,95,60,65,60,115
gothita,574,psychic,,FALSE,generation-v,0,Base,FALSE,1,3,purple,200,16,13,290,45,30,50,55,65,45
gothorita,575,psychic,,FALSE,generation-v,0,Base,FALSE,2,3,purple,100,28,40,390,60,45,70,75,85,55
gothitelle,576,psychic,,FALSE,generation-v,0,Base,FALSE,3,3,purple,50,59,97,490,70,55,95,95,110,65
solosis,577,psychic,,FALSE,generation-v,0,Base,FALSE,1,3,green,200,12,2,290,45,30,40,105,50,20
duosion,578,psychic,,FALSE,generation-v,0,Base,FALSE,2,3,green,100,24,18,370,65,40,50,125,60,30
reuniclus,579,psychic,,FALSE,generation-v,0,Base,FALSE,3,3,green,50,39,44,490,110,65,75,125,85,30
ducklett,580,water,flying,TRUE,generation-v,0,Base,FALSE,1,2,blue,190,20,12,305,62,44,50,44,50,55
swanna,581,water,flying,TRUE,generation-v,0,Base,FALSE,2,2,white,45,51,53,473,75,87,63,87,63,98
vanillite,582,ice,,FALSE,generation-v,0,Base,FALSE,1,3,white,255,16,13,305,36,50,50,65,60,44
vanillish,583,ice,,FALSE,generation-v,0,Base,FALSE,2,3,white,120,43,90,395,51,65,65,80,75,59
vanilluxe,584,ice,,FALSE,generation-v,0,Base,FALSE,3,3,white,45,51,127,535,71,95,85,110,95,79
deerling,585,normal,grass,TRUE,generation-v,0,Base,FALSE,1,2,pink,190,24,43,335,60,60,50,40,50,75
sawsbuck,586,normal,grass,TRUE,generation-v,0,Base,FALSE,2,2,brown,75,75,204,475,80,100,70,60,70,95
emolga,587,electric,flying,TRUE,generation-v,0,Base,FALSE,1,1,white,200,16,11,428,55,75,60,75,60,103
karrablast,588,bug,,FALSE,generation-v,0,Base,FALSE,1,2,blue,200,20,13,315,50,75,45,40,45,60
escavalier,589,bug,steel,TRUE,generation-v,0,Base,FALSE,2,2,gray,75,39,73,495,70,135,105,60,105,20
foongus,590,grass,poison,TRUE,generation-v,0,Base,FALSE,1,2,white,190,8,2,294,69,55,45,55,55,15
amoonguss,591,grass,poison,TRUE,generation-v,0,Base,FALSE,2,2,white,75,24,23,464,114,85,70,85,80,30
frillish,592,water,ghost,TRUE,generation-v,0,Base,FALSE,1,2,white,190,47,73,335,55,40,50,65,85,40
jellicent,593,water,ghost,TRUE,generation-v,0,Base,FALSE,2,2,white,60,87,298,480,100,60,70,85,105,60
alomomola,594,water,,FALSE,generation-v,0,Base,FALSE,1,1,pink,75,47,70,470,165,75,80,40,45,65
joltik,595,bug,electric,TRUE,generation-v,0,Base,FALSE,1,2,yellow,190,4,1,319,50,47,50,57,50,65
galvantula,596,bug,electric,TRUE,generation-v,0,Base,FALSE,2,2,yellow,75,31,32,472,70,77,60,97,60,108
ferroseed,597,grass,steel,TRUE,generation-v,0,Base,FALSE,1,2,gray,255,24,41,305,44,50,91,24,86,10
ferrothorn,598,grass,steel,TRUE,generation-v,0,Base,FALSE,2,2,gray,90,39,243,489,74,94,131,54,116,20
klink,599,steel,,FALSE,generation-v,0,Base,FALSE,1,3,gray,130,12,46,300,40,55,70,45,60,30
klang,600,steel,,FALSE,generation-v,0,Base,FALSE,2,3,gray,60,24,112,440,60,80,95,70,85,50
klinklang,601,steel,,FALSE,generation-v,0,Base,FALSE,3,3,gray,30,24,179,520,60,100,115,70,85,90
tynamo,602,electric,,FALSE,generation-v,0,Base,FALSE,1,3,white,190,8,1,275,35,55,40,45,40,60
eelektrik,603,electric,,FALSE,generation-v,0,Base,FALSE,2,3,blue,60,47,49,405,65,85,70,75,70,40
eelektross,604,electric,,FALSE,generation-v,0,Base,FALSE,3,3,blue,30,83,177,515,85,115,80,105,80,50
elgyem,605,psychic,,FALSE,generation-v,0,Base,FALSE,1,2,blue,255,20,20,335,55,55,55,85,55,30
beheeyem,606,psychic,,FALSE,generation-v,0,Base,FALSE,2,2,brown,90,39,76,485,75,75,75,125,95,40
litwick,607,ghost,fire,TRUE,generation-v,0,Base,FALSE,1,3,white,190,12,7,275,50,30,55,65,55,20
lampent,608,ghost,fire,TRUE,generation-v,0,Base,FALSE,2,3,black,90,24,29,370,60,40,60,95,60,55
chandelure,609,ghost,fire,TRUE,generation-v,0,Base,FALSE,3,3,black,45,39,76,520,60,55,90,145,90,80
axew,610,dragon,,FALSE,generation-v,0,Base,FALSE,1,3,green,75,24,40,320,46,87,60,30,40,57
fraxure,611,dragon,,FALSE,generation-v,0,Base,FALSE,2,3,green,60,39,79,410,66,117,70,40,50,67
haxorus,612,dragon,,FALSE,generation-v,0,Base,FALSE,3,3,yellow,45,71,233,540,76,147,90,60,70,97
cubchoo,613,ice,,FALSE,generation-v,0,Base,FALSE,1,2,white,120,20,19,305,55,70,40,60,40,40
beartic,614,ice,,FALSE,generation-v,0,Base,FALSE,2,2,white,60,102,573,505,95,130,80,70,80,50
cryogonal,615,ice,,FALSE,generation-v,0,Base,FALSE,1,1,blue,25,43,326,515,80,50,50,95,135,105
shelmet,616,bug,,FALSE,generation-v,0,Base,FALSE,1,2,red,200,16,17,305,50,40,85,40,65,25
accelgor,617,bug,,FALSE,generation-v,0,Base,FALSE,2,2,red,75,31,56,495,80,70,40,100,60,145
stunfisk,618,ground,electric,TRUE,generation-v,0,Base,FALSE,1,1,brown,75,28,24,471,109,66,84,81,99,32
stunfisk-galar,618,ground,steel,TRUE,generation-v,0,Galarian,TRUE,1,1,brown,75,28,45,471,109,81,99,66,84,32
mienfoo,619,fighting,,FALSE,generation-v,0,Base,FALSE,1,2,yellow,180,35,44,350,45,85,50,55,50,65
mienshao,620,fighting,,FALSE,generation-v,0,Base,FALSE,2,2,purple,45,55,78,510,65,125,60,95,60,105
druddigon,621,dragon,,FALSE,generation-v,0,Base,FALSE,1,1,red,45,63,306,485,77,120,90,60,90,48
golett,622,ground,ghost,TRUE,generation-v,0,Base,FALSE,1,2,green,190,39,203,303,59,74,50,35,50,35
golurk,623,ground,ghost,TRUE,generation-v,0,Base,FALSE,2,2,green,90,110,728,483,89,124,80,55,80,55
pawniard,624,dark,steel,TRUE,generation-v,0,Base,FALSE,1,3,red,120,20,22,340,45,85,70,40,40,60
bisharp,625,dark,steel,TRUE,generation-v,0,Base,FALSE,2,3,red,45,63,154,490,65,125,100,60,70,70
bouffalant,626,normal,,FALSE,generation-v,0,Base,FALSE,1,1,brown,45,63,209,490,95,110,95,40,95,55
rufflet,627,normal,flying,TRUE,generation-v,0,Base,FALSE,1,2,white,190,20,23,350,70,83,50,37,50,60
braviary,628,normal,flying,TRUE,generation-v,0,Base,FALSE,2,2,red,60,59,90,510,100,123,75,57,75,80
braviary-hisui,628,psychic,flying,TRUE,generation-v,0,Hisuian,TRUE,2,2,red,60,67,96,510,110,83,70,112,70,65
vullaby,629,dark,flying,TRUE,generation-v,0,Base,FALSE,1,2,brown,190,20,20,370,70,55,75,45,65,60
mandibuzz,630,dark,flying,TRUE,generation-v,0,Base,FALSE,2,2,brown,60,47,87,510,110,65,105,55,95,80
heatmor,631,fire,,FALSE,generation-v,0,Base,FALSE,1,1,red,90,55,128,484,85,97,66,105,66,65
durant,632,bug,steel,TRUE,generation-v,0,Base,FALSE,1,1,gray,90,12,73,484,58,109,112,48,48,109
deino,633,dark,dragon,TRUE,generation-v,0,Base,FALSE,1,3,blue,45,31,38,300,52,65,50,45,50,38
zweilous,634,dark,dragon,TRUE,generation-v,0,Base,FALSE,2,3,blue,45,55,110,420,72,85,70,65,70,58
hydreigon,635,dark,dragon,TRUE,generation-v,0,Base,FALSE,3,3,blue,45,71,353,600,92,105,90,125,90,98
larvesta,636,bug,fire,TRUE,generation-v,0,Base,FALSE,1,2,white,45,43,63,360,55,85,55,50,55,60
volcarona,637,bug,fire,TRUE,generation-v,0,Base,FALSE,2,2,white,15,63,101,550,85,60,65,135,105,100
cobalion,638,steel,fighting,TRUE,generation-v,1,Base,FALSE,1,1,blue,3,83,551,580,91,90,129,90,72,108
terrakion,639,rock,fighting,TRUE,generation-v,1,Base,FALSE,1,1,gray,3,75,573,580,91,129,90,72,90,108
virizion,640,grass,fighting,TRUE,generation-v,1,Base,FALSE,1,1,green,3,79,441,580,91,90,72,90,129,108
tornadus-incarnate,641,flying,,FALSE,generation-v,1,Base,FALSE,1,1,green,3,59,139,580,79,115,70,125,80,111
thundurus-incarnate,642,electric,flying,TRUE,generation-v,1,Base,FALSE,1,1,blue,3,59,134,580,79,115,70,125,80,111
reshiram,643,dragon,fire,TRUE,generation-v,1,Base,FALSE,1,1,white,3,126,728,680,100,120,100,150,120,90
zekrom,644,dragon,electric,TRUE,generation-v,1,Base,FALSE,1,1,black,3,114,761,680,100,150,120,120,100,90
landorus-incarnate,645,ground,flying,TRUE,generation-v,1,Base,FALSE,1,1,brown,3,59,150,600,89,125,90,115,80,101
kyurem,646,dragon,ice,TRUE,generation-v,1,Base,FALSE,1,1,gray,3,118,717,660,125,130,90,130,90,95
kyurem-black,646,dragon,ice,TRUE,generation-v,1,Black,TRUE,1,1,gray,3,130,717,700,125,170,100,120,90,95
kyurem-white,646,dragon,ice,TRUE,generation-v,1,White,TRUE,1,1,gray,3,142,717,700,125,120,90,170,100,95
keldeo-ordinary,647,water,fighting,TRUE,generation-v,1,Base,FALSE,1,1,yellow,3,55,107,580,91,72,90,129,90,108
meloetta-aria,648,normal,psychic,TRUE,generation-v,1,Base,FALSE,1,1,white,3,24,14,600,100,77,77,128,128,90
meloetta-pirouette,648,normal,fighting,TRUE,generation-v,1,Pirouette,TRUE,1,1,white,3,24,14,600,100,128,90,77,77,128
genesect,649,bug,steel,TRUE,generation-v,1,Base,FALSE,1,1,purple,3,59,182,600,71,120,95,120,95,99
chespin,650,grass,,FALSE,generation-vi,0,Base,FALSE,1,3,green,45,16,20,313,56,61,65,48,45,38
quilladin,651,grass,,FALSE,generation-vi,0,Base,FALSE,2,3,green,45,28,64,405,61,78,95,56,58,57
chesnaught,652,grass,fighting,TRUE,generation-vi,0,Base,FALSE,3,3,green,45,63,198,530,88,107,122,74,75,64
fennekin,653,fire,,FALSE,generation-vi,0,Base,FALSE,1,3,red,45,16,21,307,40,45,40,62,60,60
braixen,654,fire,,FALSE,generation-vi,0,Base,FALSE,2,3,red,45,39,32,409,59,59,58,90,70,73
delphox,655,fire,psychic,TRUE,generation-vi,0,Base,FALSE,3,3,red,45,59,86,534,75,69,72,114,100,104
froakie,656,water,,FALSE,generation-vi,0,Base,FALSE,1,3,blue,45,12,15,314,41,56,40,62,44,71
frogadier,657,water,,FALSE,generation-vi,0,Base,FALSE,2,3,blue,45,24,24,405,54,63,52,83,56,97
greninja,658,water,dark,TRUE,generation-vi,0,Base,FALSE,3,3,blue,45,59,88,530,72,95,67,103,71,122
greninja-ash,658,water,dark,TRUE,generation-vi,0,Ash,TRUE,3,3,blue,45,59,88,640,72,145,67,153,71,132
bunnelby,659,normal,,FALSE,generation-vi,0,Base,FALSE,1,2,brown,255,16,11,237,38,36,38,32,36,57
diggersby,660,normal,ground,TRUE,generation-vi,0,Base,FALSE,2,2,brown,127,39,93,423,85,56,77,50,77,78
fletchling,661,normal,flying,TRUE,generation-vi,0,Base,FALSE,1,3,red,255,12,4,278,45,50,43,40,38,62
fletchinder,662,fire,flying,TRUE,generation-vi,0,Base,FALSE,2,3,red,120,28,35,382,62,73,55,56,52,84
talonflame,663,fire,flying,TRUE,generation-vi,0,Base,FALSE,3,3,red,45,47,54,499,78,81,71,74,69,126
scatterbug,664,bug,,FALSE,generation-vi,0,Base,FALSE,1,3,black,255,12,6,200,38,35,40,27,25,35
spewpa,665,bug,,FALSE,generation-vi,0,Base,FALSE,2,3,black,120,12,19,213,45,22,60,27,30,29
vivillon,666,bug,flying,TRUE,generation-vi,0,Base,FALSE,3,3,white,45,47,37,411,80,52,50,90,50,89
litleo,667,fire,normal,TRUE,generation-vi,0,Base,FALSE,1,2,brown,220,24,30,369,62,50,58,73,54,72
pyroar,668,fire,normal,TRUE,generation-vi,0,Base,FALSE,2,2,brown,65,59,180,507,86,68,72,109,66,106
flabebe,669,fairy,,FALSE,generation-vi,0,Base,FALSE,1,3,white,225,4,0,303,44,38,39,61,79,42
floette,670,fairy,,FALSE,generation-vi,0,Base,FALSE,2,3,white,120,8,2,371,54,45,47,75,98,52
floette-eternal,670,fairy,,FALSE,generation-vi,0,Eternal,TRUE,2,3,white,120,8,2,551,74,65,67,125,128,92
florges,671,fairy,,FALSE,generation-vi,0,Base,FALSE,3,3,white,45,43,22,552,78,65,68,112,154,75
skiddo,672,grass,,FALSE,generation-vi,0,Base,FALSE,1,2,brown,200,35,68,350,66,65,48,62,57,52
gogoat,673,grass,,FALSE,generation-vi,0,Base,FALSE,2,2,brown,45,67,201,531,123,100,62,97,81,68
pancham,674,fighting,,FALSE,generation-vi,0,Base,FALSE,1,2,white,220,24,18,348,67,82,62,46,48,43
pangoro,675,fighting,dark,TRUE,generation-vi,0,Base,FALSE,2,2,white,65,83,300,495,95,124,78,69,71,58
furfrou,676,normal,,FALSE,generation-vi,0,Base,FALSE,1,1,white,160,47,62,472,75,80,60,65,90,102
espurr,677,psychic,,FALSE,generation-vi,0,Base,FALSE,1,2,gray,190,12,8,355,62,48,54,63,60,68
meowstic-male,678,psychic,,FALSE,generation-vi,0,Base,FALSE,2,2,blue,75,24,19,466,74,48,76,83,81,104
honedge,679,steel,ghost,TRUE,generation-vi,0,Base,FALSE,1,3,brown,180,31,4,325,45,80,100,35,37,28
doublade,680,steel,ghost,TRUE,generation-vi,0,Base,FALSE,2,3,brown,90,31,10,448,59,110,150,45,49,35
aegislash-shield,681,steel,ghost,TRUE,generation-vi,0,Base,FALSE,3,3,brown,45,67,117,500,60,50,140,50,140,60
spritzee,682,fairy,,FALSE,generation-vi,0,Base,FALSE,1,2,pink,200,8,1,341,78,52,60,63,65,23
aromatisse,683,fairy,,FALSE,generation-vi,0,Base,FALSE,2,2,pink,140,31,34,462,101,72,72,99,89,29
swirlix,684,fairy,,FALSE,generation-vi,0,Base,FALSE,1,2,white,200,16,8,341,62,48,66,59,57,49
slurpuff,685,fairy,,FALSE,generation-vi,0,Base,FALSE,2,2,white,140,31,11,480,82,80,86,85,75,72
inkay,686,dark,psychic,TRUE,generation-vi,0,Base,FALSE,1,2,blue,190,16,8,288,53,54,53,37,46,45
malamar,687,dark,psychic,TRUE,generation-vi,0,Base,FALSE,2,2,blue,80,59,104,482,86,92,88,68,75,73
binacle,688,rock,water,TRUE,generation-vi,0,Base,FALSE,1,2,brown,120,20,68,306,42,52,67,39,56,50
barbaracle,689,rock,water,TRUE,generation-vi,0,Base,FALSE,2,2,brown,45,51,212,500,72,105,115,54,86,68
skrelp,690,poison,water,TRUE,generation-vi,0,Base,FALSE,1,2,brown,225,20,16,320,50,60,60,60,60,30
dragalge,691,poison,dragon,TRUE,generation-vi,0,Base,FALSE,2,2,brown,55,71,180,494,65,75,90,97,123,44
clauncher,692,water,,FALSE,generation-vi,0,Base,FALSE,1,2,blue,225,20,18,330,50,53,62,58,63,44
clawitzer,693,water,,FALSE,generation-vi,0,Base,FALSE,2,2,blue,55,51,78,500,71,73,88,120,89,59
helioptile,694,electric,normal,TRUE,generation-vi,0,Base,FALSE,1,2,yellow,190,20,13,289,44,38,33,61,43,70
heliolisk,695,electric,normal,TRUE,generation-vi,0,Base,FALSE,2,2,yellow,75,39,46,481,62,55,52,109,94,109
tyrunt,696,rock,dragon,TRUE,generation-vi,0,Base,FALSE,1,2,brown,45,31,57,362,58,89,77,45,45,48
tyrantrum,697,rock,dragon,TRUE,generation-vi,0,Base,FALSE,2,2,red,45,98,595,521,82,121,119,69,59,71
amaura,698,rock,ice,TRUE,generation-vi,0,Base,FALSE,1,2,blue,45,51,56,362,77,59,50,67,63,46
aurorus,699,rock,ice,TRUE,generation-vi,0,Base,FALSE,2,2,blue,45,106,496,521,123,77,72,99,92,58
sylveon,700,fairy,,FALSE,generation-vi,0,Base,FALSE,2,2,pink,45,39,52,525,95,65,65,110,130,60
hawlucha,701,fighting,flying,TRUE,generation-vi,0,Base,FALSE,1,1,green,100,31,47,500,78,92,75,74,63,118
dedenne,702,electric,fairy,TRUE,generation-vi,0,Base,FALSE,1,1,yellow,180,8,5,431,67,58,57,81,67,101
carbink,703,rock,fairy,TRUE,generation-vi,0,Base,FALSE,1,1,gray,60,12,13,500,50,50,150,50,150,50
goomy,704,dragon,,FALSE,generation-vi,0,Base,FALSE,1,3,purple,45,12,6,300,45,50,35,55,75,40
sliggoo,705,dragon,,FALSE,generation-vi,0,Base,FALSE,2,3,purple,45,31,39,452,68,75,53,83,113,60
sliggoo-hisui,705,steel,dragon,TRUE,generation-vi,0,Hisuian,TRUE,2,3,purple,45,28,151,452,58,75,83,83,113,40
goodra,706,dragon,,FALSE,generation-vi,0,Base,FALSE,3,3,purple,45,79,332,600,90,100,70,110,150,80
goodra-hisui,706,steel,dragon,TRUE,generation-vi,0,Hisuian,TRUE,3,3,purple,45,67,737,600,80,100,100,110,150,60
klefki,707,steel,fairy,TRUE,generation-vi,0,Base,FALSE,1,1,gray,75,8,7,470,57,80,91,80,87,75
phantump,708,ghost,grass,TRUE,generation-vi,0,Base,FALSE,1,2,brown,120,16,15,309,43,70,48,50,60,38
trevenant,709,ghost,grass,TRUE,generation-vi,0,Base,FALSE,2,2,brown,60,59,157,474,85,110,76,65,82,56
pumpkaboo-average,710,ghost,grass,TRUE,generation-vi,0,Base,FALSE,1,2,brown,120,16,11,335,49,66,70,44,55,51
gourgeist-average,711,ghost,grass,TRUE,generation-vi,0,Base,FALSE,2,2,brown,60,35,28,494,65,90,122,58,75,84
bergmite,712,ice,,FALSE,generation-vi,0,Base,FALSE,1,2,blue,190,39,219,304,55,69,85,32,35,28
avalugg,713,ice,,FALSE,generation-vi,0,Base,FALSE,2,2,blue,55,79,1113,514,95,117,184,44,46,28
avalugg-hisui,713,ice,rock,TRUE,generation-vi,0,Hisuian,TRUE,2,2,blue,55,55,578,514,95,127,184,34,36,38
noibat,714,flying,dragon,TRUE,generation-vi,0,Base,FALSE,1,2,purple,190,20,18,245,40,30,35,45,40,55
noivern,715,flying,dragon,TRUE,generation-vi,0,Base,FALSE,2,2,purple,45,59,187,535,85,70,80,97,80,123
xerneas,716,fairy,,FALSE,generation-vi,1,Base,FALSE,1,1,blue,45,118,474,680,126,131,95,131,98,99
yveltal,717,dark,flying,TRUE,generation-vi,1,Base,FALSE,1,1,red,45,228,448,680,126,131,95,131,98,99
zygarde-50,718,dragon,ground,TRUE,generation-vi,1,Base,FALSE,1,1,green,3,197,672,600,108,100,121,81,95,95
zygarde-10-power-construct,718,dragon,ground,TRUE,generation-vi,1,10-power-construct,TRUE,1,1,green,3,47,74,486,54,100,71,61,85,115
zygarde-complete,718,dragon,ground,TRUE,generation-vi,1,Complete,TRUE,1,1,green,3,177,1345,708,216,100,121,91,95,85
zygarde-10,718,dragon,ground,TRUE,generation-vi,1,10,TRUE,1,1,green,3,47,74,486,54,100,71,61,85,115
diancie,719,rock,fairy,TRUE,generation-vi,1,Base,FALSE,1,1,pink,3,28,19,600,50,100,150,100,150,50
diancie-mega,719,rock,fairy,TRUE,generation-vi,1,Mega,TRUE,1,1,pink,3,43,61,700,50,160,110,160,110,110
hoopa,720,psychic,ghost,TRUE,generation-vi,1,Base,FALSE,1,1,purple,3,20,20,600,80,110,60,150,130,70
hoopa-unbound,720,psychic,dark,TRUE,generation-vi,1,Unbound,TRUE,1,1,purple,3,256,1080,680,80,160,60,170,130,80
volcanion,721,fire,water,TRUE,generation-vi,1,Base,FALSE,1,1,brown,3,67,430,600,80,110,120,130,90,70
rowlet,722,grass,flying,TRUE,generation-vii,0,Base,FALSE,1,3,brown,45,12,3,320,68,55,55,50,50,42
dartrix,723,grass,flying,TRUE,generation-vii,0,Base,FALSE,2,3,brown,45,28,35,420,78,75,75,70,70,52
decidueye,724,grass,ghost,TRUE,generation-vii,0,Base,FALSE,3,3,brown,45,63,81,530,78,107,75,100,100,70
decidueye-hisui,724,grass,fighting,TRUE,generation-vii,0,Hisuian,TRUE,3,3,brown,45,63,82,530,88,112,80,95,95,60
litten,725,fire,,FALSE,generation-vii,0,Base,FALSE,1,3,red,45,16,9,320,45,65,40,60,40,70
torracat,726,fire,,FALSE,generation-vii,0,Base,FALSE,2,3,red,45,28,55,420,65,85,50,80,50,90
incineroar,727,fire,dark,TRUE,generation-vii,0,Base,FALSE,3,3,red,45,71,183,530,95,115,90,80,90,60
popplio,728,water,,FALSE,generation-vii,0,Base,FALSE,1,3,blue,45,16,17,320,50,54,54,66,56,40
brionne,729,water,,FALSE,generation-vii,0,Base,FALSE,2,3,blue,45,24,39,420,60,69,69,91,81,50
primarina,730,water,fairy,TRUE,generation-vii,0,Base,FALSE,3,3,blue,45,71,97,530,80,74,74,126,116,60
pikipek,731,normal,flying,TRUE,generation-vii,0,Base,FALSE,1,3,black,255,12,3,265,35,75,30,30,30,65
trumbeak,732,normal,flying,TRUE,generation-vii,0,Base,FALSE,2,3,black,120,24,33,355,55,85,50,40,50,75
toucannon,733,normal,flying,TRUE,generation-vii,0,Base,FALSE,3,3,black,45,43,57,485,80,120,75,75,75,60
yungoos,734,normal,,FALSE,generation-vii,0,Base,FALSE,1,2,brown,255,16,13,253,48,70,30,30,30,45
gumshoos,735,normal,,FALSE,generation-vii,0,Base,FALSE,2,2,brown,127,28,31,418,88,110,60,55,60,45
grubbin,736,bug,,FALSE,generation-vii,0,Base,FALSE,1,3,gray,255,16,10,300,47,62,45,55,45,46
charjabug,737,bug,electric,TRUE,generation-vii,0,Base,FALSE,2,3,green,120,20,23,400,57,82,95,55,75,36
vikavolt,738,bug,electric,TRUE,generation-vii,0,Base,FALSE,3,3,blue,45,59,99,500,77,70,90,145,75,43
crabrawler,739,fighting,,FALSE,generation-vii,0,Base,FALSE,1,2,purple,225,24,15,338,47,82,57,42,47,63
crabominable,740,fighting,ice,TRUE,generation-vii,0,Base,FALSE,2,2,white,60,67,397,478,97,132,77,62,67,43
oricorio-baile,741,fire,flying,TRUE,generation-vii,0,Base,FALSE,1,1,red,45,24,7,476,75,70,70,98,70,93
oricorio-pom-pom,741,electric,flying,TRUE,generation-vii,0,Pom-pom,TRUE,1,1,red,45,24,7,476,75,70,70,98,70,93
oricorio-pau,741,psychic,flying,TRUE,generation-vii,0,Pau,TRUE,1,1,red,45,24,7,476,75,70,70,98,70,93
oricorio-sensu,741,ghost,flying,TRUE,generation-vii,0,Sensu,TRUE,1,1,red,45,24,7,476,75,70,70,98,70,93
cutiefly,742,bug,fairy,TRUE,generation-vii,0,Base,FALSE,1,2,yellow,190,4,0,304,40,45,40,55,40,84
ribombee,743,bug,fairy,TRUE,generation-vii,0,Base,FALSE,2,2,yellow,75,8,1,464,60,55,60,95,70,124
rockruff,744,rock,,FALSE,generation-vii,0,Base,FALSE,1,2,brown,190,20,20,280,45,65,40,30,40,60
lycanroc-midday,745,rock,,FALSE,generation-vii,0,Base,FALSE,2,2,brown,90,31,55,487,75,115,65,55,65,112
wishiwashi-solo,746,water,,FALSE,generation-vii,0,Base,FALSE,1,1,blue,60,8,1,175,45,20,20,25,25,40
wishiwashi-school,746,water,,FALSE,generation-vii,0,School,TRUE,1,1,blue,60,323,173,620,45,140,130,140,135,30
mareanie,747,poison,water,TRUE,generation-vii,0,Base,FALSE,1,2,blue,190,16,18,305,50,53,62,43,52,45
toxapex,748,poison,water,TRUE,generation-vii,0,Base,FALSE,2,2,blue,75,28,32,495,50,63,152,53,142,35
mudbray,749,ground,,FALSE,generation-vii,0,Base,FALSE,1,2,brown,190,39,243,385,70,100,70,45,55,45
mudsdale,750,ground,,FALSE,generation-vii,0,Base,FALSE,2,2,brown,60,98,2028,500,100,125,100,55,85,35
dewpider,751,water,bug,TRUE,generation-vii,0,Base,FALSE,1,2,green,200,12,9,269,38,40,52,40,72,27
araquanid,752,water,bug,TRUE,generation-vii,0,Base,FALSE,2,2,green,100,71,181,454,68,70,92,50,132,42
fomantis,753,grass,,FALSE,generation-vii,0,Base,FALSE,1,2,pink,190,12,3,250,40,55,35,50,35,35
lurantis,754,grass,,FALSE,generation-vii,0,Base,FALSE,2,2,pink,75,35,41,480,70,105,90,80,90,45
morelull,755,grass,fairy,TRUE,generation-vii,0,Base,FALSE,1,2,purple,190,8,3,285,40,35,55,65,75,15
shiinotic,756,grass,fairy,TRUE,generation-vii,0,Base,FALSE,2,2,purple,75,39,25,405,60,45,80,90,100,30
salandit,757,poison,fire,TRUE,generation-vii,0,Base,FALSE,1,2,black,120,24,11,320,48,44,40,71,40,77
salazzle,758,poison,fire,TRUE,generation-vii,0,Base,FALSE,2,2,black,45,47,49,480,68,64,60,111,60,117
stufful,759,normal,fighting,TRUE,generation-vii,0,Base,FALSE,1,2,pink,140,20,15,340,70,75,50,45,50,50
bewear,760,normal,fighting,TRUE,generation-vii,0,Base,FALSE,2,2,pink,70,83,298,500,120,125,80,55,60,60
bounsweet,761,grass,,FALSE,generation-vii,0,Base,FALSE,1,3,purple,235,12,7,210,42,30,38,30,38,32
steenee,762,grass,,FALSE,generation-vii,0,Base,FALSE,2,3,purple,120,28,18,290,52,40,48,40,48,62
tsareena,763,grass,,FALSE,generation-vii,0,Base,FALSE,3,3,purple,45,47,47,510,72,120,98,50,98,72
comfey,764,fairy,,FALSE,generation-vii,0,Base,FALSE,1,1,green,60,4,1,485,51,52,90,82,110,100
oranguru,765,normal,psychic,TRUE,generation-vii,0,Base,FALSE,1,1,white,45,59,168,490,90,60,80,90,110,60
passimian,766,fighting,,FALSE,generation-vii,0,Base,FALSE,1,1,white,45,79,183,490,100,120,90,40,60,80
wimpod,767,bug,water,TRUE,generation-vii,0,Base,FALSE,1,2,gray,90,20,26,230,25,35,40,20,30,80
golisopod,768,bug,water,TRUE,generation-vii,0,Base,FALSE,2,2,gray,45,79,238,530,75,125,140,60,90,40
sandygast,769,ghost,ground,TRUE,generation-vii,0,Base,FALSE,1,2,brown,140,20,154,320,55,55,80,70,45,15
palossand,770,ghost,ground,TRUE,generation-vii,0,Base,FALSE,2,2,brown,60,51,551,480,85,75,110,100,75,35
pyukumuku,771,water,,FALSE,generation-vii,0,Base,FALSE,1,1,black,60,12,3,410,55,60,130,30,130,5
type-null,772,normal,,FALSE,generation-vii,0,Base,FALSE,1,2,gray,3,75,266,534,95,95,95,95,95,59
silvally,773,normal,,FALSE,generation-vii,1,Base,FALSE,2,2,gray,3,91,222,570,95,95,95,95,95,95
minior-red-meteor,774,rock,flying,TRUE,generation-vii,0,Base,FALSE,1,1,brown,30,12,88,440,60,60,100,60,100,60
minior-red,774,rock,flying,TRUE,generation-vii,0,Red,TRUE,1,1,brown,30,12,1,500,60,100,60,100,60,120
minior-orange,774,rock,flying,TRUE,generation-vii,0,Orange,TRUE,1,1,brown,30,12,1,500,60,100,60,100,60,120
minior-yellow,774,rock,flying,TRUE,generation-vii,0,Yellow,TRUE,1,1,brown,30,12,1,500,60,100,60,100,60,120
minior-green,774,rock,flying,TRUE,generation-vii,0,Green,TRUE,1,1,brown,30,12,1,500,60,100,60,100,60,120
minior-blue,774,rock,flying,TRUE,generation-vii,0,Blue,TRUE,1,1,brown,30,12,1,500,60,100,60,100,60,120
minior-indigo,774,rock,flying,TRUE,generation-vii,0,Indigo,TRUE,1,1,brown,30,12,1,500,60,100,60,100,60,120
